Accession ID	Collection date	Submission date	Location
EPI_ISL_16855335	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855336	2021-12-14	2023-02-07	Europe / Albania
EPI_ISL_16855337	2021-12-14	2023-02-07	Europe / Albania
EPI_ISL_16855338	2021-12-15	2023-02-07	Europe / Albania
EPI_ISL_16855339	2021-12-16	2023-02-07	Europe / Albania
EPI_ISL_16855341	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855342	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855343	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855345	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855346	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855348	2021-12-15	2023-02-07	Europe / Albania
EPI_ISL_16855349	2021-12-17	2023-02-07	Europe / Albania
EPI_ISL_16855350	2021-12-18	2023-02-07	Europe / Albania
EPI_ISL_16859744	2022-02-25	2023-02-08	Europe / Albania
EPI_ISL_16859746	2022-02-24	2023-02-08	Europe / Albania
EPI_ISL_16859747	2022-02-24	2023-02-08	Europe / Albania
EPI_ISL_16859751	2022-02-22	2023-02-08	Europe / Albania
EPI_ISL_16859756	2022-02-21	2023-02-08	Europe / Albania
EPI_ISL_16859760	2022-02-20	2023-02-08	Europe / Albania
EPI_ISL_16859769	2022-02-18	2023-02-08	Europe / Albania
EPI_ISL_16859772	2022-02-18	2023-02-08	Europe / Albania
EPI_ISL_16859789	2022-02-15	2023-02-08	Europe / Albania
EPI_ISL_16859798	2022-02-12	2023-02-08	Europe / Albania
EPI_ISL_16859825	2022-02-08	2023-02-08	Europe / Albania
EPI_ISL_16859836	2022-02-08	2023-02-08	Europe / Albania
EPI_ISL_16859859	2022-02-06	2023-02-08	Europe / Albania
EPI_ISL_16859862	2022-02-06	2023-02-08	Europe / Albania
EPI_ISL_16859887	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16859888	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16859890	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16859900	2022-02-02	2023-02-08	Europe / Albania
EPI_ISL_16859901	2022-02-02	2023-02-08	Europe / Albania
EPI_ISL_16859912	2022-02-01	2023-02-08	Europe / Albania
EPI_ISL_16859917	2022-01-30	2023-02-08	Europe / Albania
EPI_ISL_16859919	2022-01-30	2023-02-08	Europe / Albania
EPI_ISL_16859936	2022-01-25	2023-02-08	Europe / Albania
EPI_ISL_16859940	2022-01-24	2023-02-08	Europe / Albania
EPI_ISL_16859972	2022-01-23	2023-02-08	Europe / Albania
EPI_ISL_16859976	2022-01-21	2023-02-08	Europe / Albania
EPI_ISL_16860003	2022-01-21	2023-02-08	Europe / Albania
EPI_ISL_16860021	2022-02-21	2023-02-08	Europe / Albania
EPI_ISL_16860033	2022-02-17	2023-02-08	Europe / Albania
EPI_ISL_16860037	2022-02-16	2023-02-08	Europe / Albania
EPI_ISL_16860048	2022-02-14	2023-02-08	Europe / Albania
EPI_ISL_16860050	2022-02-14	2023-02-08	Europe / Albania
EPI_ISL_16860052	2022-02-14	2023-02-08	Europe / Albania
EPI_ISL_16860063	2022-02-11	2023-02-08	Europe / Albania
EPI_ISL_16860070	2022-02-11	2023-02-08	Europe / Albania
EPI_ISL_16860082	2022-02-09	2023-02-08	Europe / Albania
EPI_ISL_16860089	2022-02-09	2023-02-08	Europe / Albania
EPI_ISL_16860101	2022-02-08	2023-02-08	Europe / Albania
EPI_ISL_16860135	2022-02-06	2023-02-08	Europe / Albania
EPI_ISL_16860144	2022-02-05	2023-02-08	Europe / Albania
EPI_ISL_16860147	2022-02-05	2023-02-08	Europe / Albania
EPI_ISL_16860149	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16860168	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16860170	2022-02-04	2023-02-08	Europe / Albania
EPI_ISL_16860177	2022-02-01	2023-02-08	Europe / Albania
EPI_ISL_16860196	2022-01-27	2023-02-08	Europe / Albania
EPI_ISL_16860214	2022-01-25	2023-02-08	Europe / Albania
EPI_ISL_16860231	2022-01-24	2023-02-08	Europe / Albania
EPI_ISL_16860232	2022-01-24	2023-02-08	Europe / Albania
EPI_ISL_16860238	2022-01-23	2023-02-08	Europe / Albania
EPI_ISL_16860252	2022-01-22	2023-02-08	Europe / Albania
EPI_ISL_16860266	2022-01-22	2023-02-08	Europe / Albania
EPI_ISL_16860267	2022-01-22	2023-02-08	Europe / Albania
EPI_ISL_16860274	2022-01-22	2023-02-08	Europe / Albania
EPI_ISL_17295674	2022-06-14	2023-03-15	Europe / Albania
EPI_ISL_17295680	2022-06-14	2023-03-15	Europe / Albania
EPI_ISL_17295682	2022-06-14	2023-03-15	Europe / Albania
EPI_ISL_17295693	2022-06-18	2023-03-15	Europe / Albania
EPI_ISL_17295706	2022-06-21	2023-03-15	Europe / Albania
EPI_ISL_17295711	2022-06-24	2023-03-15	Europe / Albania
EPI_ISL_17295748	2022-06-29	2023-03-15	Europe / Albania
EPI_ISL_17295756	2022-06-29	2023-03-15	Europe / Albania
EPI_ISL_17295786	2022-07-03	2023-03-15	Europe / Albania
EPI_ISL_17295858	2022-07-10	2023-03-15	Europe / Albania
EPI_ISL_17295860	2022-07-11	2023-03-15	Europe / Albania
EPI_ISL_17637036	2022-01-12	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637037	2021-11-16	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637038	2021-09-18	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637039	2021-08-25	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637040	2021-09-07	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637041	2021-12-10	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637042	2021-11-24	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637043	2021-12-31	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637044	2022-03-30	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637045	2022-03-31	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637046	2021-10-22	2023-05-08	Europe / Albania / Durres
EPI_ISL_17637047	2021-12-12	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637048	2022-02-05	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637049	2022-02-07	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637050	2022-01-26	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637051	2022-02-02	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637052	2021-12-16	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637053	2021-02-25	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637054	2022-01-11	2023-05-08	Europe / Albania / Fier
EPI_ISL_17637055	2021-12-20	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637056	2021-02-22	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637057	2022-01-13	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637058	2022-02-21	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637059	2021-10-25	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637060	2021-03-01	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637061	2021-11-08	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637062	2021-10-12	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637063	2022-01-20	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637064	2022-01-19	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637065	2021-09-09	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637066	2021-03-24	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637067	2021-11-19	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637068	2021-11-09	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637069	2021-09-28	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637070	2021-11-26	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637071	2022-01-28	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637072	2021-08-23	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637073	2021-09-27	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637074	2021-11-04	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637075	2022-01-21	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637076	2022-01-05	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637077	2021-11-22	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637078	2021-12-02	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637079	2022-01-18	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637080	2022-01-17	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637081	2021-09-14	2023-05-08	Europe / Albania / Tirana
EPI_ISL_17637082	2021-10-18	2023-05-08	Europe / Albania / Tirana
EPI_ISL_3123559	2021-06-16	2021-07-29	Europe / Albania
EPI_ISL_3123560	2021-06-16	2021-07-29	Europe / Albania
EPI_ISL_3123561	2021-07-06	2021-07-29	Europe / Albania
EPI_ISL_3123562	2021-07-06	2021-07-29	Europe / Albania
EPI_ISL_3123563	2021-07-08	2021-07-29	Europe / Albania
EPI_ISL_3123564	2021-07-08	2021-07-29	Europe / Albania
EPI_ISL_3123565	2021-07-09	2021-07-29	Europe / Albania
EPI_ISL_3123566	2021-07-09	2021-07-29	Europe / Albania
EPI_ISL_3124041	2021-07-09	2021-07-29	Europe / Albania
EPI_ISL_3124925	2021-07-13	2021-07-29	Europe / Albania
EPI_ISL_3125816	2021-07-13	2021-07-29	Europe / Albania
EPI_ISL_3126643	2021-07-12	2021-07-29	Europe / Albania
EPI_ISL_6966059	2021-11-10	2021-12-02	Europe / Albania / Tropoje
EPI_ISL_6966070	2021-11-10	2021-12-02	Europe / Albania / Tropoje
EPI_ISL_6966087	2021-11-08	2021-12-02	Europe / Albania / Kukes
EPI_ISL_6966093	2021-11-02	2021-12-02	Europe / Albania / Krum
EPI_ISL_6966098	2021-11-05	2021-12-02	Europe / Albania / Krum
EPI_ISL_6966102	2021-11-01	2021-12-02	Europe / Albania / Bajram Curr
EPI_ISL_815257	2020-09-05	2021-01-14	Europe / Albania / Moerfelden-Walldorf
EPI_ISL_9237972	2021-12-06	2022-01-28	Europe / Albania / Krume
